,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.200,1.200
,Minimum of Months,0.000,0.000,24.000,1.200,1.200
,Maximum of Months,0.000,0.000,24.000,1.200,1.200


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.681,1.681
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.681,1.681
,Minimum of Months,0.000,0.000,24.000,1.681,1.681
,Maximum of Months,0.000,0.000,24.000,1.681,1.681


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,2.012,2.012
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,2.012,2.012
,Minimum of Months,0.000,0.000,24.000,2.012,2.012
,Maximum of Months,0.000,0.000,24.000,2.012,2.012


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.200,1.200
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.200,1.200
,Minimum of Months,0.000,0.000,24.000,1.200,1.200
,Maximum of Months,0.000,0.000,24.000,1.200,1.200


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.590,1.590
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.590,1.590
,Minimum of Months,0.000,0.000,24.000,1.590,1.590
,Maximum of Months,0.000,0.000,24.000,1.590,1.590


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,2.185,2.185
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,2.185,2.185
,Minimum of Months,0.000,0.000,24.000,2.185,2.185
,Maximum of Months,0.000,0.000,24.000,2.185,2.185


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.311,1.311
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.311,1.311
,Minimum of Months,0.000,0.000,24.000,1.311,1.311
,Maximum of Months,0.000,0.000,24.000,1.311,1.311


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.725,1.725
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.725,1.725
,Minimum of Months,0.000,0.000,24.000,1.725,1.725
,Maximum of Months,0.000,0.000,24.000,1.725,1.725


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,2.107,2.107
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,2.107,2.107
,Minimum of Months,0.000,0.000,24.000,2.107,2.107
,Maximum of Months,0.000,0.000,24.000,2.107,2.107


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.326,1.326
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.326,1.326
,Minimum of Months,0.000,0.000,24.000,1.326,1.326
,Maximum of Months,0.000,0.000,24.000,1.326,1.326


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,24.000,1.638,1.638
,February,-,-,-,-,-
,March,-,-,-,-,-
,April,-,-,-,-,-
,May,-,-,-,-,-
,June,-,-,-,-,-
,July,-,-,-,-,-
,August,-,-,-,-,-
,September,-,-,-,-,-
,October,-,-,-,-,-
,November,-,-,-,-,-
,December,-,-,-,-,-
,,,,,,
,Annual Sum or Average,0.000,0.000,24.000,1.638,1.638
,Minimum of Months,0.000,0.000,24.000,1.638,1.638
,Maximum of Months,0.000,0.000,24.000,1.638,1.638


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,14934.96,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,14934.96,0.00,0.00
,Minimum of Months,14934.96,0.00,0.00
,Maximum of Months,14934.96,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,13568.89,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,13568.89,0.00,0.00
,Minimum of Months,13568.89,0.00,0.00
,Maximum of Months,13568.89,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,14892.68,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,14892.68,0.00,0.00
,Minimum of Months,14892.68,0.00,0.00
,Maximum of Months,14892.68,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,15041.15,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,15041.15,0.00,0.00
,Minimum of Months,15041.15,0.00,0.00
,Maximum of Months,15041.15,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,13656.24,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,13656.24,0.00,0.00
,Minimum of Months,13656.24,0.00,0.00
,Maximum of Months,13656.24,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,14977.59,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,14977.59,0.00,0.00
,Minimum of Months,14977.59,0.00,0.00
,Maximum of Months,14977.59,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,5238.02,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,5238.02,0.00,0.00
,Minimum of Months,5238.02,0.00,0.00
,Maximum of Months,5238.02,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,3843.81,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,3843.81,0.00,0.00
,Minimum of Months,3843.81,0.00,0.00
,Maximum of Months,3843.81,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,5215.79,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,5215.79,0.00,0.00
,Minimum of Months,5215.79,0.00,0.00
,Maximum of Months,5215.79,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,5340.33,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,5340.33,0.00,0.00
,Minimum of Months,5340.33,0.00,0.00
,Maximum of Months,5340.33,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,3928.03,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,3928.03,0.00,0.00
,Minimum of Months,3928.03,0.00,0.00
,Maximum of Months,3928.03,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,5312.29,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,5312.29,0.00,0.00
,Minimum of Months,5312.29,0.00,0.00
,Maximum of Months,5312.29,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,6257.29,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,6257.29,0.00,0.00
,Minimum of Months,6257.29,0.00,0.00
,Maximum of Months,6257.29,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,4826.59,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,4826.59,0.00,0.00
,Minimum of Months,4826.59,0.00,0.00
,Maximum of Months,4826.59,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,6232.95,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,6232.95,0.00,0.00
,Minimum of Months,6232.95,0.00,0.00
,Maximum of Months,6232.95,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT1_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,6347.40,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,6347.40,0.00,0.00
,Minimum of Months,6347.40,0.00,0.00
,Maximum of Months,6347.40,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,4904.53,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,4904.53,0.00,0.00
,Minimum of Months,4904.53,0.00,0.00
,Maximum of Months,4904.53,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN ELECTRIC HEATING COIL_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,6324.37,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,6324.37,0.00,0.00
,Minimum of Months,6324.37,0.00,0.00
,Maximum of Months,6324.37,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
