,,Garage-Lights,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,dishwasher,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,refrigerator,5.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,clotheswasher,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_dryer,0.64,17.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_range,0.00,8.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_mels,24.20,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,IECC_adj,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Ventilation (simple),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,General,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Ventilation,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Domestic Hot Water,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20
,,Water Heater,0.00,43.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Source Energy End Use Components Summary

,,Source Electricity [kBtu],Source Natural Gas [kBtu],Source Gasoline [kBtu],Source Diesel [kBtu],Source Coal [kBtu],Source Fuel Oil No 1 [kBtu],Source Fuel Oil No 2 [kBtu],Source Propane [kBtu],Source Other Fuel 1 [kBtu],Source Other Fuel 2 [kBtu],Source District Cooling [kBtu],Source District Heating [kBtu]
,Heating,0.00,2181.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,335.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,163.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2286.06,522.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,429.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,667.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,3214.47,3371.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.15,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.08,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
ZoneHVAC:EnergyRecoveryVentilator

,,User-Specified Supply Air Flow Rate [ft3/min],User-Specified Exhaust Air Flow Rate [ft3/min]
,ERV_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_TOPFLOOR,44.99,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:OnOff

,,User-Specified Maximum Flow Rate [ft3/min],Design Size Maximum Flow Rate [ft3/min]
,OASUPPLYFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,,494.50
,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,,285.30
,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,,391.93
,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,,458.83
,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,,278.02
,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,,367.20
,SUPPLY FAN_UNIT1_FRONTROW_MIDDLEFLOOR,,489.79
,SUPPLY FAN_UNIT2_FRONTROW_MIDDLEFLOOR,,305.97
,SUPPLY FAN_UNIT3_FRONTROW_MIDDLEFLOOR,,391.78
,SUPPLY FAN_UNIT1_BACKROW_MIDDLEFLOOR,,451.15
,SUPPLY FAN_UNIT2_BACKROW_MIDDLEFLOOR,,299.48
,SUPPLY FAN_UNIT3_BACKROW_MIDDLEFLOOR,,364.54
,SUPPLY FAN_UNIT1_FRONTROW_TOPFLOOR,,501.27
,SUPPLY FAN_UNIT2_FRONTROW_TOPFLOOR,,326.98
,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,,390.98
,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,,478.07
,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,,325.74
,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,,364.58
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


HeatExchanger:AirToAir:SensibleAndLatent

,,User-Specified Nominal Supply Air Flow Rate [ft3/min]
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_TOPFLOOR,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirTerminal:SingleDuct:ConstantVolume:NoReheat

,,Design Size Maximum Air Flow Rate [ft3/min]
,ZONEDIRECTAIR_UNIT1_FRONTROW_BOTTOMFLOOR,494.50
,ZONEDIRECTAIR_UNIT2_FRONTROW_BOTTOMFLOOR,285.30
,ZONEDIRECTAIR_UNIT3_FRONTROW_BOTTOMFLOOR,391.93
,ZONEDIRECTAIR_UNIT1_BACKROW_BOTTOMFLOOR,458.83
,ZONEDIRECTAIR_UNIT2_BACKROW_BOTTOMFLOOR,278.02
,ZONEDIRECTAIR_UNIT3_BACKROW_BOTTOMFLOOR,367.20
,ZONEDIRECTAIR_UNIT1_FRONTROW_MIDDLEFLOOR,489.79
,ZONEDIRECTAIR_UNIT2_FRONTROW_MIDDLEFLOOR,305.97
,ZONEDIRECTAIR_UNIT3_FRONTROW_MIDDLEFLOOR,391.78
,ZONEDIRECTAIR_UNIT1_BACKROW_MIDDLEFLOOR,451.15
,ZONEDIRECTAIR_UNIT2_BACKROW_MIDDLEFLOOR,299.48
,ZONEDIRECTAIR_UNIT3_BACKROW_MIDDLEFLOOR,364.54
,ZONEDIRECTAIR_UNIT3_BACKROW_TOPFLOOR,364.58
,ZONEDIRECTAIR_UNIT3_FRONTROW_TOPFLOOR,390.98
,ZONEDIRECTAIR_UNIT1_FRONTROW_TOPFLOOR,501.27
,ZONEDIRECTAIR_UNIT2_BACKROW_TOPFLOOR,325.74
,ZONEDIRECTAIR_UNIT2_FRONTROW_TOPFLOOR,326.98
,ZONEDIRECTAIR_UNIT1_BACKROW_TOPFLOOR,478.07
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],Sum of Air Terminal Maximum Flow Rates [ft3/min],Adjusted Heating Design Air Flow Rate [ft3/min],Adjusted Cooling Design Air Flow Rate [ft3/min],Adjusted Main Design Air Flow Rate [ft3/min],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,494.50,494.50,494.50,494.50,494.50,494.50,1.00,1.00,494.50
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,285.30,285.30,285.30,285.30,285.30,285.30,1.00,1.00,285.30
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,391.93,391.93,391.93,391.93,391.93,391.93,1.00,1.00,391.93
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,458.83,458.83,458.83,458.83,458.83,458.83,1.00,1.00,458.83
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,278.02,278.02,278.02,278.02,278.02,278.02,1.00,1.00,278.02
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,367.20,367.20,367.20,367.20,367.20,367.20,1.00,1.00,367.20
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,489.79,489.79,489.79,489.79,489.79,489.79,1.00,1.00,489.79
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,305.97,305.97,305.97,305.97,305.97,305.97,1.00,1.00,305.97
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,391.78,391.78,391.78,391.78,391.78,391.78,1.00,1.00,391.78
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,451.15,451.15,451.15,451.15,451.15,451.15,1.00,1.00,451.15
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,299.48,299.48,299.48,299.48,299.48,299.48,1.00,1.00,299.48
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,364.54,364.54,364.54,364.54,364.54,364.54,1.00,1.00,364.54
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,501.27,501.27,501.27,501.27,501.27,501.27,1.00,1.00,501.27
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,326.98,326.98,326.98,326.98,326.98,326.98,1.00,1.00,326.98
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,390.98,390.98,390.98,390.98,390.98,390.98,1.00,1.00,390.98
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,478.07,478.07,478.07,478.07,478.07,478.07,1.00,1.00,478.07
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,325.74,325.74,325.74,325.74,325.74,325.74,1.00,1.00,325.74
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,364.58,364.58,364.58,364.58,364.58,364.58,1.00,1.00,364.58
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Cooling:DX:SingleSpeed

,,Design Size Rated Air Flow Rate [ft3/min],Design Size Gross Rated Total Cooling Capacity [ton],Design Size Gross Rated Sensible Heat Ratio
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,494.50,1.10,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,285.30,0.638893,0.800738
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,391.93,0.870692,0.800655
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,458.83,1.02,0.800655
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,278.02,0.628739,0.800165
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,367.20,0.815758,0.800655
,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,489.79,1.09,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,305.97,0.679731,0.800655
,DX COOLING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,391.78,0.870370,0.800655
,DX COOLING COIL_UNIT1_BACKROW_MIDDLEFLOOR,451.15,1.00,0.800655
,DX COOLING COIL_UNIT2_BACKROW_MIDDLEFLOOR,299.48,0.665309,0.800655
,DX COOLING COIL_UNIT3_BACKROW_MIDDLEFLOOR,364.54,0.809862,0.800655
,DX COOLING COIL_UNIT1_FRONTROW_TOPFLOOR,501.27,1.11,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_TOPFLOOR,326.98,0.726408,0.800655
,DX COOLING COIL_UNIT3_FRONTROW_TOPFLOOR,390.98,0.868602,0.800655
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,478.07,1.06,0.800655
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,325.74,0.723646,0.800655
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,364.58,0.809931,0.800655
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC:UnitaryHeatCool

,,Supply Air Flow Rate [ft3/min],Supply Air Flow Rate During Heating Operation [ft3/min],Supply Air Flow Rate During Cooling Operation [ft3/min],Nominal Heating Capacity [Btu/h],Nominal Cooling Capacity [ton],Fraction of Supply Air Flow That Goes Through the Controlling Zone
,ACANDF_UNIT1_FRONTROW_BOTTOMFLOOR,494.50,494.50,494.50,14376.72,1.10,1.00
,ACANDF_UNIT2_FRONTROW_BOTTOMFLOOR,285.30,285.30,285.30,11308.26,0.638893,1.00
,ACANDF_UNIT3_FRONTROW_BOTTOMFLOOR,391.93,391.93,391.93,14384.10,0.870692,1.00
,ACANDF_UNIT1_BACKROW_BOTTOMFLOOR,458.83,458.83,458.83,14379.82,1.02,1.00
,ACANDF_UNIT2_BACKROW_BOTTOMFLOOR,278.02,278.02,278.02,11308.78,0.628739,1.00
,ACANDF_UNIT3_BACKROW_BOTTOMFLOOR,367.20,367.20,367.20,14382.14,0.815758,1.00
,ACANDF_UNIT1_FRONTROW_MIDDLEFLOOR,489.79,489.79,489.79,12305.97,1.09,1.00
,ACANDF_UNIT2_FRONTROW_MIDDLEFLOOR,305.97,305.97,305.97,9232.69,0.679731,1.00
,ACANDF_UNIT3_FRONTROW_MIDDLEFLOOR,391.78,391.78,391.78,12306.86,0.870370,1.00
,ACANDF_UNIT1_BACKROW_MIDDLEFLOOR,451.15,451.15,451.15,12307.58,1.00,1.00
,ACANDF_UNIT2_BACKROW_MIDDLEFLOOR,299.48,299.48,299.48,9231.92,0.665309,1.00
,ACANDF_UNIT3_BACKROW_MIDDLEFLOOR,364.54,364.54,364.54,12303.72,0.809862,1.00
,ACANDF_UNIT1_FRONTROW_TOPFLOOR,501.27,501.27,501.27,15997.02,1.11,1.00
,ACANDF_UNIT2_FRONTROW_TOPFLOOR,326.98,326.98,326.98,12910.05,0.726408,1.00
,ACANDF_UNIT3_FRONTROW_TOPFLOOR,390.98,390.98,390.98,15993.30,0.868602,1.00
,ACANDF_UNIT1_BACKROW_TOPFLOOR,478.07,478.07,478.07,15996.44,1.06,1.00
,ACANDF_UNIT2_BACKROW_TOPFLOOR,325.74,325.74,325.74,12907.78,0.723646,1.00
,ACANDF_UNIT3_BACKROW_TOPFLOOR,364.58,364.58,364.58,15989.31,0.809931,1.00
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Heating:Fuel

,,Design Size Nominal Capacity [Btu/h]
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,14376.72
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,11308.26
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,14384.10
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,14379.82
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,11308.78
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR,14382.14
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,12305.97
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,9232.69
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,12306.86
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR,12307.58
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_MIDDLEFLOOR,9231.92
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_MIDDLEFLOOR,12303.72
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_TOPFLOOR,15997.02
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_TOPFLOOR,12910.05
